,Transaction_date,Transaction_ID,Gender,Age,Marital_status,State_names,Segment,Employees_status,Payment_method,Referal,Amount_spent
329,4/26/2019,151532,1.0,61.0,1,31,Silver,0.0,2,0.0,2910.02
330,4/26/2019,151533,1.0,48.0,0,35,Basic,2.0,0,1.0,2929.12
331,4/26/2019,151534,0.0,42.0,0,29,Basic,3.0,0,0.0,1095.86
332,4/27/2019,151535,0.0,54.0,0,8,Basic,0.0,0,,692.54
333,4/27/2019,151536,1.0,31.0,1,31,Gold,3.0,0,1.0,138.0
334,4/27/2019,151537,0.0,78.0,0,20,Basic,0.0,2,0.0,2557.47
335,4/28/2019,151538,1.0,54.0,0,22,Gold,3.0,0,,363.87
336,4/28/2019,151539,0.0,37.0,1,35,Missing,3.0,1,1.0,1888.32
337,4/29/2019,151541,1.0,72.0,0,0,Basic,1.0,0,1.0,118.72
338,4/29/2019,151542,0.0,74.0,0,13,Silver,0.0,1,1.0,2679.12
339,4/30/2019,151543,1.0,68.0,0,44,Basic,0.0,2,,851.48
340,4/30/2019,151544,0.0,18.0,1,11,Basic,0.0,0,1.0,1725.46
341,4/30/2019,151545,1.0,65.0,0,18,Basic,2.0,1,1.0,977.77
342,4/30/2019,151546,0.0,56.0,1,47,Missing,2.0,1,1.0,2585.48
343,5/1/2019,151547,1.0,50.0,0,46,Silver,0.0,0,1.0,2000.87
344,5/1/2019,151548,0.0,70.0,0,1,Platinum,2.0,2,1.0,692.48
345,5/1/2019,151549,1.0,40.0,1,12,Gold,1.0,0,0.0,
346,5/1/2019,151550,0.0,54.0,0,13,Basic,0.0,1,1.0,1465.74
347,5/1/2019,151551,1.0,31.0,0,3,Basic,1.0,1,0.0,417.24
348,5/2/2019,151552,1.0,63.0,1,18,Basic,0.0,2,1.0,2707.84
349,5/2/2019,151553,0.0,26.0,1,45,Basic,0.0,0,1.0,2043.82
350,5/2/2019,151554,0.0,15.0,1,32,Basic,1.0,0,1.0,
351,5/3/2019,151555,0.0,50.0,1,38,Silver,0.0,1,0.0,140.97
352,5/3/2019,151556,1.0,70.0,1,15,Basic,0.0,2,1.0,1559.0
353,5/3/2019,151557,1.0,75.0,0,30,Gold,1.0,0,0.0,2935.68
354,5/4/2019,151558,1.0,25.0,1,42,Basic,0.0,2,1.0,1432.66
355,5/4/2019,151559,0.0,57.0,0,36,Platinum,2.0,2,0.0,151.83
356,5/4/2019,151560,1.0,42.0,1,37,Gold,1.0,0,1.0,446.72
357,5/6/2019,151561,1.0,54.0,0,0,Basic,3.0,0,1.0,1264.38
358,5/6/2019,151562,1.0,50.0,0,9,Platinum,1.0,0,0.0,1935.65
359,5/7/2019,151563,0.0,39.0,1,3,Platinum,0.0,0,0.0,1795.28
360,5/7/2019,151564,1.0,52.0,1,26,Gold,2.0,0,1.0,993.37
361,5/7/2019,151565,0.0,53.0,0,0,Basic,0.0,1,0.0,1317.05
362,5/8/2019,151566,1.0,44.0,1,24,Gold,0.0,2,1.0,1557.57
363,5/8/2019,151567,0.0,31.0,1,31,Silver,2.0,0,1.0,
364,5/9/2019,151568,1.0,25.0,1,30,Basic,3.0,0,0.0,
365,5/9/2019,151569,,67.0,0,19,Platinum,0.0,0,1.0,2016.3
366,5/9/2019,151570,1.0,59.0,1,9,Silver,0.0,1,0.0,
367,5/9/2019,151571,0.0,64.0,1,12,Silver,3.0,1,1.0,788.82
368,5/9/2019,151572,1.0,47.0,0,10,Missing,1.0,0,1.0,1239.29
369,5/9/2019,151573,1.0,43.0,1,10,Silver,0.0,1,0.0,2450.0
370,5/10/2019,151574,0.0,40.0,0,49,Basic,0.0,1,1.0,1787.8
371,5/10/2019,151575,0.0,31.0,1,19,Silver,0.0,2,1.0,2870.8
372,5/10/2019,151576,0.0,51.0,1,35,Silver,2.0,1,1.0,979.14
373,5/10/2019,151577,1.0,26.0,1,24,Silver,0.0,0,1.0,1521.48
374,5/10/2019,151578,1.0,28.0,0,5,Platinum,0.0,0,1.0,2673.29
375,5/11/2019,151579,1.0,67.0,0,34,Basic,1.0,0,1.0,198.04
376,5/11/2019,151580,1.0,56.0,0,36,Gold,1.0,0,1.0,288.93
377,5/11/2019,151581,0.0,65.0,0,18,Basic,2.0,0,1.0,2564.8
378,5/12/2019,151582,0.0,24.0,0,29,Missing,1.0,1,1.0,147.79
379,5/12/2019,151583,1.0,66.0,1,25,Basic,1.0,2,,488.21
380,5/12/2019,151584,0.0,26.0,0,37,Missing,3.0,1,1.0,376.84
381,5/12/2019,151585,1.0,68.0,0,17,Silver,2.0,2,0.0,2437.16
382,5/12/2019,151586,1.0,61.0,1,26,Silver,0.0,0,1.0,2966.93
383,5/12/2019,151587,0.0,39.0,1,46,Basic,2.0,1,,2712.31
384,5/12/2019,151588,0.0,60.0,1,44,Platinum,0.0,2,1.0,
385,5/12/2019,151589,0.0,51.0,1,3,Platinum,0.0,0,0.0,1160.61
386,5/13/2019,151590,1.0,32.0,1,18,Basic,1.0,0,1.0,408.35
387,5/13/2019,151591,0.0,78.0,0,30,Basic,1.0,1,1.0,
388,5/13/2019,151592,1.0,60.0,0,21,Basic,1.0,2,0.0,1675.8
389,5/14/2019,151593,1.0,42.0,0,43,Basic,1.0,2,1.0,2618.52
390,5/15/2019,151595,0.0,27.0,0,43,Basic,0.0,1,1.0,861.86
391,5/15/2019,151596,1.0,36.0,0,39,Silver,0.0,0,1.0,1447.65
392,5/15/2019,151597,1.0,54.0,1,32,Platinum,0.0,1,1.0,2936.96
393,5/16/2019,151598,0.0,61.0,0,38,Silver,0.0,2,0.0,70.0
394,5/16/2019,151599,0.0,28.0,0,26,Platinum,3.0,1,1.0,1575.98
395,5/16/2019,151600,1.0,30.0,0,47,Platinum,0.0,1,0.0,2825.66
396,5/17/2019,151601,0.0,40.0,0,0,Gold,1.0,1,,
397,5/17/2019,151602,0.0,37.0,1,46,Basic,2.0,0,1.0,
398,5/17/2019,151603,1.0,70.0,1,14,Basic,2.0,1,0.0,672.2
399,5/19/2019,151605,1.0,46.0,1,9,Basic,1.0,2,1.0,858.76
400,5/19/2019,151606,0.0,46.0,0,22,Gold,0.0,1,1.0,2035.45
401,5/19/2019,151607,0.0,24.0,1,9,Basic,0.0,1,1.0,2899.42
402,5/19/2019,151608,,67.0,0,30,Silver,0.0,1,,1305.22
403,5/20/2019,151609,0.0,72.0,1,21,Basic,1.0,1,0.0,1680.73
404,5/20/2019,151610,1.0,19.0,1,29,Basic,2.0,0,1.0,1401.18
405,5/20/2019,151611,1.0,51.0,0,41,Platinum,0.0,1,,1318.86
406,5/20/2019,151612,0.0,30.0,0,6,Platinum,0.0,0,1.0,28.27
407,5/20/2019,151613,0.0,20.0,0,48,Basic,2.0,0,0.0,1350.76
408,5/21/2019,151614,1.0,64.0,1,12,Silver,3.0,0,1.0,889.38
409,5/21/2019,151615,0.0,71.0,0,3,Basic,0.0,1,1.0,2883.69
410,5/22/2019,151616,1.0,50.0,0,23,Silver,1.0,0,1.0,1623.72
411,5/23/2019,151617,0.0,63.0,1,33,Silver,1.0,0,1.0,2619.18
412,5/23/2019,151618,0.0,32.0,0,18,Basic,2.0,1,0.0,1233.36
413,5/23/2019,151619,0.0,26.0,0,28,Basic,3.0,0,1.0,
414,5/24/2019,151620,0.0,65.0,0,4,Basic,0.0,0,1.0,1134.46
415,5/24/2019,151621,0.0,63.0,1,17,Basic,0.0,2,1.0,958.83
416,5/24/2019,151622,1.0,38.0,1,1,Basic,3.0,0,1.0,1526.24
417,5/24/2019,151623,0.0,48.0,0,44,Platinum,0.0,1,0.0,1310.51
418,5/24/2019,151624,1.0,55.0,0,31,Basic,1.0,0,1.0,392.63
419,5/24/2019,151625,0.0,44.0,0,44,Basic,0.0,1,1.0,1217.31
420,5/25/2019,151626,1.0,43.0,1,29,Platinum,2.0,0,1.0,
421,5/25/2019,151627,1.0,65.0,1,2,Basic,2.0,2,1.0,2469.58
422,5/26/2019,151628,1.0,72.0,0,21,Basic,0.0,1,0.0,602.97
423,5/26/2019,151629,1.0,50.0,0,29,Basic,0.0,1,1.0,2083.16
424,5/27/2019,151630,0.0,42.0,1,9,Platinum,1.0,0,0.0,1582.94
425,5/27/2019,151631,1.0,44.0,0,22,Platinum,1.0,1,0.0,575.17
426,5/27/2019,151632,0.0,39.0,0,8,Gold,1.0,1,1.0,1913.57
427,5/28/2019,151633,0.0,42.0,1,2,Basic,0.0,2,0.0,1519.64
428,5/28/2019,151634,0.0,52.0,1,19,Basic,0.0,0,1.0,809.64
429,5/28/2019,151635,1.0,60.0,0,7,Basic,,1,0.0,176.49
430,5/28/2019,151636,1.0,49.0,0,37,Basic,0.0,0,1.0,1154.13
431,5/28/2019,151637,0.0,41.0,1,36,Basic,0.0,0,1.0,218.64
432,5/28/2019,151638,0.0,,1,5,Missing,1.0,1,0.0,903.79
433,5/28/2019,151639,0.0,27.0,1,5,Gold,0.0,0,0.0,
434,5/29/2019,151640,1.0,54.0,0,26,Basic,0.0,1,1.0,682.48
435,5/29/2019,151641,0.0,52.0,0,33,Basic,1.0,0,,1411.92
436,5/29/2019,151642,0.0,65.0,1,0,Silver,1.0,0,0.0,2520.85
437,5/30/2019,151643,1.0,44.0,1,4,Basic,0.0,0,1.0,977.74
438,5/30/2019,151644,1.0,24.0,0,46,Missing,0.0,0,,2590.37
439,5/31/2019,151645,0.0,29.0,0,3,Silver,2.0,1,1.0,2966.21
440,5/31/2019,151646,1.0,68.0,0,6,Missing,0.0,2,0.0,141.03
441,6/1/2019,151647,0.0,66.0,0,9,Platinum,0.0,1,0.0,502.91
442,6/1/2019,151648,1.0,31.0,0,1,Silver,1.0,0,1.0,1371.52
443,6/1/2019,151649,1.0,77.0,1,22,Missing,2.0,0,1.0,853.19
444,6/1/2019,151650,,33.0,0,30,Missing,1.0,2,0.0,1887.78
445,6/2/2019,151651,1.0,20.0,0,8,Basic,0.0,0,1.0,2862.92
446,6/2/2019,151652,0.0,36.0,1,29,Gold,0.0,0,1.0,2558.0
447,6/2/2019,151653,0.0,18.0,0,2,Missing,1.0,0,0.0,1440.43
448,6/2/2019,151654,0.0,53.0,0,24,Gold,0.0,2,1.0,895.47
449,6/3/2019,151655,1.0,17.0,1,35,Platinum,3.0,0,0.0,2061.81
450,6/3/2019,151656,0.0,49.0,1,15,Basic,3.0,1,,1057.45
451,6/4/2019,151657,0.0,32.0,0,18,Basic,0.0,1,1.0,333.86
452,6/4/2019,151658,1.0,59.0,0,22,Gold,0.0,2,0.0,
453,6/4/2019,151659,1.0,43.0,0,32,Missing,2.0,1,0.0,1734.3
454,6/4/2019,151660,0.0,60.0,1,49,Silver,1.0,0,0.0,1870.31
455,6/5/2019,151661,0.0,42.0,1,13,Platinum,2.0,0,1.0,2763.73
456,6/5/2019,151662,1.0,24.0,0,1,Basic,0.0,0,1.0,904.22
457,6/5/2019,151663,0.0,71.0,1,9,Basic,0.0,1,1.0,838.78
458,6/5/2019,151664,0.0,22.0,1,44,Basic,1.0,2,1.0,2656.59
459,6/5/2019,151665,1.0,42.0,0,22,Silver,2.0,1,1.0,717.16
460,6/5/2019,151666,1.0,71.0,1,47,Gold,2.0,1,1.0,187.04
461,6/5/2019,151667,1.0,38.0,0,45,Silver,3.0,0,0.0,1124.36
462,6/7/2019,151668,0.0,64.0,1,40,Silver,1.0,0,1.0,35.65
463,6/7/2019,151669,1.0,71.0,0,48,Silver,1.0,0,1.0,2526.89
464,6/7/2019,151670,1.0,40.0,1,16,Platinum,1.0,0,1.0,2544.75
465,6/7/2019,151671,1.0,43.0,1,44,Basic,1.0,0,0.0,1430.28
466,6/7/2019,151672,0.0,36.0,0,19,Silver,1.0,2,0.0,1648.55
467,6/7/2019,151673,1.0,65.0,0,2,Gold,2.0,0,1.0,2998.62
468,6/8/2019,151674,0.0,76.0,0,20,Gold,0.0,2,0.0,1455.74
469,6/8/2019,151675,0.0,15.0,0,37,Basic,0.0,0,0.0,1194.19
470,6/8/2019,151676,0.0,37.0,0,45,Basic,1.0,2,1.0,2455.62
471,6/8/2019,151677,1.0,52.0,0,30,Basic,2.0,1,0.0,2559.47
472,6/9/2019,151678,1.0,30.0,1,31,Basic,1.0,1,1.0,832.12
473,6/10/2019,151679,1.0,46.0,0,5,Platinum,3.0,0,0.0,
474,6/10/2019,151680,,16.0,1,23,Basic,1.0,1,0.0,241.48
475,6/10/2019,151681,0.0,72.0,0,12,Silver,2.0,2,1.0,
476,6/10/2019,151682,1.0,37.0,0,33,Platinum,2.0,1,1.0,1701.43
477,6/11/2019,151683,0.0,70.0,0,7,Basic,1.0,0,1.0,2910.99
478,6/12/2019,151684,1.0,26.0,0,31,Silver,1.0,2,0.0,2091.42
479,6/12/2019,151685,1.0,16.0,0,45,Platinum,1.0,0,1.0,2879.28
480,6/13/2019,151686,1.0,53.0,0,37,Gold,2.0,2,,1181.46
481,6/14/2019,151687,0.0,40.0,1,1,Platinum,1.0,2,1.0,
482,6/14/2019,151688,0.0,30.0,0,17,Silver,0.0,0,0.0,400.91
483,6/14/2019,151689,1.0,38.0,0,25,Basic,1.0,0,1.0,2978.21
484,6/15/2019,151690,1.0,33.0,0,38,Platinum,2.0,2,1.0,1544.59
485,6/15/2019,151691,0.0,26.0,1,11,Platinum,2.0,1,1.0,1134.36
486,6/15/2019,151692,0.0,49.0,1,26,Silver,0.0,0,1.0,2946.34
487,6/15/2019,151693,0.0,30.0,0,4,Basic,0.0,2,1.0,603.13
488,6/15/2019,151694,0.0,76.0,0,4,Silver,1.0,2,1.0,623.83
489,6/16/2019,151695,0.0,26.0,1,16,Missing,3.0,0,0.0,880.27
490,6/16/2019,151696,0.0,55.0,0,29,Silver,0.0,2,1.0,
491,6/16/2019,151697,1.0,70.0,0,2,Basic,0.0,0,1.0,
492,6/17/2019,151698,0.0,60.0,1,33,Basic,1.0,1,1.0,374.63
493,6/17/2019,151699,0.0,66.0,0,34,Basic,1.0,2,0.0,
494,6/17/2019,151700,1.0,30.0,0,2,Basic,1.0,0,1.0,20.77
495,6/18/2019,151701,0.0,78.0,1,1,Basic,1.0,0,0.0,
496,6/18/2019,151702,0.0,72.0,0,18,Basic,2.0,0,1.0,600.17
497,6/19/2019,151703,0.0,41.0,0,4,Silver,0.0,0,1.0,867.63
498,6/19/2019,151704,0.0,34.0,0,37,Basic,0.0,0,1.0,962.6
499,6/19/2019,151705,1.0,26.0,0,37,Missing,0.0,1,1.0,1949.59
500,6/19/2019,151706,0.0,,0,12,Gold,3.0,0,,1083.38
501,6/19/2019,151707,0.0,69.0,0,47,Gold,0.0,0,1.0,1377.65
502,6/20/2019,151708,0.0,45.0,0,22,Basic,1.0,0,1.0,25.6
503,6/20/2019,151709,0.0,76.0,1,15,Silver,0.0,0,1.0,82.27
504,6/20/2019,151710,1.0,50.0,0,23,Basic,1.0,0,1.0,1586.92
505,6/21/2019,151711,1.0,51.0,1,8,Basic,1.0,0,0.0,2857.3
506,6/21/2019,151712,0.0,49.0,0,40,Basic,0.0,1,0.0,1282.76
507,6/21/2019,151713,1.0,55.0,0,47,Basic,0.0,2,1.0,2473.97
508,6/21/2019,151714,0.0,65.0,1,47,Basic,1.0,1,0.0,311.71
509,6/21/2019,151715,0.0,62.0,0,12,Basic,0.0,0,0.0,1109.49
510,6/22/2019,151716,0.0,59.0,1,6,Platinum,1.0,1,,893.45
511,6/22/2019,151717,0.0,47.0,1,27,Gold,1.0,2,1.0,
512,6/22/2019,151718,0.0,44.0,1,10,Silver,0.0,0,1.0,1719.4
513,6/22/2019,151719,1.0,24.0,1,4,Missing,2.0,0,0.0,2774.37
514,6/23/2019,151720,1.0,43.0,0,20,Basic,0.0,1,1.0,890.6
515,6/23/2019,151721,1.0,24.0,1,32,Basic,1.0,0,,1292.57
516,6/24/2019,151722,1.0,46.0,0,48,Silver,1.0,0,0.0,1964.04
517,6/24/2019,151723,0.0,29.0,0,27,Basic,1.0,1,1.0,2612.34
518,6/24/2019,151724,1.0,48.0,1,18,Basic,0.0,0,,2840.52
519,6/24/2019,151725,0.0,72.0,0,5,Silver,0.0,0,1.0,380.86
520,6/24/2019,151726,0.0,24.0,1,22,Basic,2.0,2,0.0,939.5
521,6/24/2019,151727,1.0,72.0,1,27,Basic,2.0,0,1.0,545.2
522,6/24/2019,151728,0.0,,0,13,Silver,0.0,0,0.0,1940.06
523,6/25/2019,151729,1.0,69.0,1,2,Basic,1.0,2,1.0,2030.73
524,6/26/2019,151730,0.0,28.0,1,41,Basic,0.0,1,,1436.61
525,6/26/2019,151731,0.0,44.0,1,8,Silver,0.0,1,0.0,2485.69
526,6/26/2019,151732,0.0,59.0,1,25,Basic,0.0,0,1.0,317.1
527,6/27/2019,151733,0.0,66.0,0,29,Platinum,1.0,1,0.0,429.48
528,6/27/2019,151734,1.0,72.0,1,43,Basic,1.0,0,1.0,2729.61
529,6/27/2019,151735,0.0,41.0,1,21,Gold,1.0,1,1.0,
530,6/27/2019,151736,1.0,47.0,1,31,Basic,0.0,0,1.0,2060.59
531,6/28/2019,151737,1.0,33.0,0,49,Basic,1.0,2,1.0,675.92
532,6/28/2019,151738,0.0,69.0,1,36,Gold,1.0,2,1.0,837.71
533,6/28/2019,151739,0.0,55.0,1,6,Basic,0.0,1,0.0,
534,6/28/2019,151740,0.0,31.0,0,18,Silver,3.0,0,1.0,
535,6/29/2019,151741,0.0,17.0,0,19,Basic,0.0,1,1.0,660.88
536,6/30/2019,151742,0.0,39.0,1,4,Silver,0.0,1,0.0,328.67
537,6/30/2019,151743,1.0,52.0,0,3,Basic,1.0,1,1.0,692.8
538,6/30/2019,151745,0.0,17.0,1,48,Silver,0.0,0,1.0,
539,6/30/2019,151746,1.0,48.0,0,15,Basic,1.0,1,1.0,1062.23
540,7/1/2019,151747,1.0,71.0,0,32,Basic,0.0,1,1.0,2886.21
541,7/1/2019,151748,0.0,52.0,0,46,Missing,1.0,0,1.0,1799.67
542,7/1/2019,151749,1.0,40.0,1,44,Basic,2.0,0,,459.73
543,7/1/2019,151750,0.0,17.0,0,44,Basic,1.0,1,1.0,246.28
544,7/2/2019,151751,0.0,42.0,1,7,Basic,3.0,1,0.0,977.8
545,7/3/2019,151752,1.0,43.0,1,45,Basic,2.0,0,0.0,1070.56
546,7/3/2019,151753,1.0,49.0,0,24,Missing,3.0,0,1.0,1414.92
547,7/4/2019,151754,1.0,50.0,0,17,Basic,1.0,0,1.0,834.24
548,7/4/2019,151755,1.0,74.0,0,40,Basic,0.0,1,1.0,
549,7/4/2019,151756,1.0,46.0,1,39,Gold,1.0,0,0.0,2.16
550,7/4/2019,151757,0.0,20.0,1,15,Platinum,2.0,0,0.0,
551,7/5/2019,151758,0.0,41.0,1,42,Basic,0.0,1,1.0,1608.42
552,7/5/2019,151759,1.0,36.0,1,47,Silver,0.0,1,0.0,1642.21
553,7/5/2019,151760,0.0,61.0,0,15,Basic,2.0,2,1.0,1699.31
554,7/5/2019,151761,1.0,47.0,1,44,Gold,2.0,0,0.0,2923.63
555,7/6/2019,151762,0.0,37.0,0,19,Basic,1.0,1,0.0,614.83
556,7/6/2019,151763,1.0,64.0,0,46,Silver,0.0,2,1.0,2757.65
557,7/6/2019,151764,1.0,38.0,0,7,Basic,1.0,1,0.0,926.55
558,7/7/2019,151765,1.0,34.0,0,40,Basic,,0,1.0,786.73
559,7/7/2019,151766,0.0,20.0,1,36,Missing,0.0,0,1.0,1535.36
560,7/7/2019,151767,,16.0,0,4,Basic,1.0,2,1.0,2848.56
561,7/8/2019,151768,1.0,49.0,1,13,Silver,1.0,0,1.0,789.08
562,7/9/2019,151769,0.0,47.0,0,1,Basic,1.0,1,1.0,1988.38
563,7/9/2019,151770,0.0,37.0,0,24,Silver,,1,0.0,1624.95
564,7/10/2019,151771,1.0,,1,16,Basic,0.0,1,1.0,61.35
565,7/10/2019,151772,1.0,50.0,0,28,Basic,0.0,0,1.0,1775.72
566,7/11/2019,151773,1.0,43.0,1,19,Platinum,2.0,0,1.0,1720.85
567,7/12/2019,151774,1.0,66.0,1,25,Basic,0.0,1,1.0,2549.44
568,7/12/2019,151775,1.0,19.0,0,48,Basic,1.0,2,0.0,2909.2
569,7/13/2019,151776,0.0,37.0,0,34,Basic,3.0,1,1.0,
570,7/13/2019,151777,1.0,51.0,1,32,Missing,0.0,0,1.0,2997.15
571,7/13/2019,151778,1.0,24.0,1,46,Platinum,1.0,0,0.0,2042.64
572,7/14/2019,151779,1.0,32.0,1,20,Gold,1.0,0,1.0,2453.04
573,7/15/2019,151780,1.0,15.0,1,21,Missing,0.0,2,,547.09
574,7/15/2019,151781,1.0,46.0,0,27,Basic,2.0,2,1.0,681.71
575,7/16/2019,151782,0.0,60.0,0,10,Basic,0.0,1,0.0,1601.24
576,7/16/2019,151783,0.0,43.0,1,10,Gold,2.0,1,0.0,1450.98
577,7/16/2019,151784,0.0,46.0,0,9,Basic,1.0,0,1.0,
578,7/17/2019,151785,0.0,62.0,0,48,Basic,0.0,1,1.0,84.67
579,7/17/2019,151786,1.0,39.0,0,5,Basic,0.0,0,1.0,2917.66
580,7/17/2019,151787,0.0,73.0,1,36,Basic,0.0,1,0.0,2041.54
581,7/17/2019,151788,1.0,38.0,0,2,Basic,1.0,0,1.0,1710.21
582,7/17/2019,151789,1.0,71.0,0,17,Silver,0.0,1,1.0,2548.2
583,7/17/2019,151790,1.0,54.0,0,27,Basic,2.0,0,0.0,1115.13
584,7/17/2019,151791,0.0,34.0,0,46,Basic,0.0,2,,489.78
585,7/17/2019,151792,0.0,42.0,0,21,Basic,0.0,1,1.0,2775.69
586,7/17/2019,151793,0.0,27.0,0,3,Basic,1.0,2,1.0,
587,7/18/2019,151794,0.0,25.0,1,9,Basic,2.0,1,1.0,1381.78
588,7/18/2019,151795,1.0,16.0,0,12,Basic,0.0,1,0.0,
589,7/18/2019,151796,1.0,34.0,1,36,Basic,1.0,2,0.0,581.83
590,7/19/2019,151797,1.0,71.0,1,16,Basic,1.0,0,0.0,2037.59
591,7/19/2019,151798,0.0,75.0,1,5,Basic,2.0,1,1.0,836.55
592,7/19/2019,151799,0.0,18.0,1,47,Basic,1.0,0,1.0,
593,7/19/2019,151800,0.0,46.0,1,0,Silver,0.0,1,1.0,
594,7/19/2019,151801,0.0,56.0,1,26,Silver,1.0,0,1.0,1234.26
595,7/20/2019,151802,1.0,32.0,1,8,Gold,0.0,0,0.0,1504.25
596,7/20/2019,151803,1.0,24.0,0,28,Platinum,1.0,1,0.0,897.1
597,7/21/2019,151804,0.0,46.0,0,36,Platinum,0.0,1,1.0,1746.47
598,7/21/2019,151805,1.0,43.0,0,0,Silver,0.0,0,1.0,87.88
599,7/21/2019,151806,1.0,18.0,1,12,Platinum,0.0,2,0.0,1650.69
600,7/21/2019,151807,1.0,21.0,0,9,Basic,1.0,0,1.0,2611.18
601,7/21/2019,151808,1.0,64.0,0,3,Silver,1.0,1,1.0,1760.23
602,7/22/2019,151809,1.0,54.0,1,2,Platinum,2.0,2,0.0,1860.03
603,7/22/2019,151810,0.0,15.0,1,25,Platinum,3.0,1,0.0,2754.9
604,7/23/2019,151811,0.0,24.0,0,0,Basic,1.0,0,0.0,270.93
605,7/23/2019,151812,,53.0,0,48,Silver,1.0,0,1.0,467.43
606,7/23/2019,151813,0.0,67.0,1,43,Basic,2.0,1,0.0,1364.98
607,7/23/2019,151814,0.0,36.0,1,44,Silver,0.0,1,1.0,
608,7/23/2019,151815,0.0,68.0,1,21,Basic,1.0,0,1.0,104.54
609,7/23/2019,151816,0.0,43.0,0,40,Basic,2.0,2,1.0,2527.24
610,7/24/2019,151817,1.0,64.0,0,11,Silver,1.0,0,1.0,1935.35
611,7/25/2019,151818,0.0,46.0,1,24,Basic,3.0,1,0.0,129.95
612,7/25/2019,151819,1.0,75.0,0,7,Silver,2.0,1,1.0,
613,7/25/2019,151820,0.0,41.0,1,10,Basic,2.0,0,1.0,2623.07
614,7/25/2019,151821,0.0,77.0,1,43,Gold,1.0,2,1.0,1902.46
615,7/25/2019,151822,0.0,38.0,1,28,Gold,2.0,0,1.0,1873.51
616,7/26/2019,151823,0.0,50.0,0,44,Gold,1.0,2,1.0,1349.31
617,7/26/2019,151824,0.0,46.0,0,34,Platinum,1.0,1,1.0,2081.86
618,7/27/2019,151825,1.0,64.0,0,17,Platinum,1.0,1,0.0,841.44
619,7/27/2019,151826,1.0,67.0,1,26,Gold,1.0,0,0.0,
620,7/28/2019,151827,1.0,62.0,1,36,Platinum,1.0,2,,767.69
621,7/28/2019,151828,1.0,69.0,0,36,Basic,0.0,2,1.0,306.16
622,7/28/2019,151829,1.0,59.0,0,19,Basic,2.0,0,0.0,533.64
623,7/29/2019,151831,0.0,40.0,0,8,Platinum,1.0,0,1.0,696.84
624,7/29/2019,151832,0.0,75.0,1,21,Basic,1.0,0,0.0,169.82
625,7/29/2019,151833,0.0,40.0,0,40,Basic,2.0,0,1.0,
626,7/29/2019,151834,0.0,54.0,0,10,Basic,1.0,2,,1208.94
627,7/29/2019,151835,1.0,45.0,0,41,Missing,0.0,0,1.0,117.56
628,7/29/2019,151836,1.0,36.0,0,46,Silver,1.0,1,1.0,2055.39
629,7/30/2019,151837,0.0,40.0,1,12,Basic,3.0,0,1.0,1160.65
630,7/30/2019,151838,0.0,68.0,0,3,Silver,1.0,0,1.0,1044.78
631,7/30/2019,151839,0.0,55.0,1,6,Gold,1.0,2,1.0,2776.96
632,7/31/2019,151840,1.0,32.0,1,2,Silver,3.0,0,0.0,762.74
633,7/31/2019,151841,0.0,72.0,1,30,Basic,2.0,0,1.0,1717.11
634,8/2/2019,151844,0.0,18.0,1,21,Missing,2.0,0,0.0,1689.33
635,8/2/2019,151845,0.0,,1,44,Platinum,1.0,0,1.0,436.52
636,8/2/2019,151846,0.0,53.0,0,35,Silver,0.0,0,0.0,279.19
637,8/3/2019,151847,1.0,61.0,1,10,Basic,1.0,2,1.0,2863.09
638,8/3/2019,151848,,15.0,0,41,Platinum,2.0,0,1.0,1921.83
639,8/5/2019,151849,1.0,24.0,0,38,Basic,1.0,1,1.0,1157.79
640,8/5/2019,151850,0.0,73.0,1,31,Silver,0.0,0,0.0,
641,8/5/2019,151851,1.0,24.0,0,33,Silver,0.0,0,0.0,1802.33
642,8/5/2019,151852,0.0,35.0,0,6,Gold,0.0,0,0.0,702.87
643,8/5/2019,151853,0.0,65.0,0,2,Platinum,1.0,0,0.0,1534.1
644,8/5/2019,151854,1.0,35.0,1,13,Missing,3.0,0,1.0,1357.68
645,8/6/2019,151855,0.0,22.0,0,21,Gold,0.0,0,0.0,2960.52
646,8/6/2019,151856,0.0,15.0,0,8,Basic,0.0,2,1.0,756.95
647,8/6/2019,151857,0.0,65.0,0,47,Basic,1.0,0,1.0,264.74
648,8/7/2019,151858,1.0,65.0,1,32,Missing,2.0,0,,1759.15
649,8/7/2019,151859,0.0,63.0,0,20,Gold,2.0,0,1.0,2487.49
650,8/8/2019,151860,1.0,47.0,1,2,Basic,0.0,1,1.0,677.54
651,8/8/2019,151861,0.0,38.0,0,40,Platinum,0.0,0,1.0,501.86
652,8/8/2019,151862,0.0,42.0,0,22,Platinum,1.0,1,,
653,8/8/2019,151863,1.0,16.0,1,31,Silver,0.0,0,1.0,1297.29
654,8/8/2019,151864,1.0,57.0,1,20,Basic,0.0,0,0.0,697.55
655,8/8/2019,151865,1.0,55.0,0,30,Basic,1.0,2,1.0,1121.06
656,8/8/2019,151866,0.0,55.0,1,32,Missing,1.0,2,1.0,391.88
657,8/9/2019,151867,0.0,28.0,1,43,Platinum,3.0,0,1.0,945.26
658,8/10/2019,151868,0.0,37.0,0,25,Basic,0.0,2,1.0,397.91
659,8/10/2019,151869,1.0,35.0,0,42,Basic,3.0,1,0.0,2917.04
660,8/10/2019,151870,0.0,26.0,1,8,Basic,,0,1.0,938.74
